b5a6 c7d8 a6b5 g7f5 1-0

[Event "004sg"]
[FEN "6k1/p3b2p/1p1pP3/2p3P1/1Pnp3B/P6P/3Q3K/8 w - - 0 38"]
[White "b4c5 c4d2 c5c6 d6d5 g5g6 e7d6"]
[White "2508"]
[WhiteElo "105"]
[Popularity "89"]
[BlackElo "1035"]
[Black "advantage clearance endgame hangingPiece long quietMove"]
b4c5 c4d2 c5c6 d6d5 g5g6 e7d6 1-0

[Event "004u0"]
[FEN "6k1/ppq3pp/2p1rp2/4r3/4p1Q1/P5RP/1P3PP1/3R2K1 b - - 3 34"]
[White "e6e8 d1d7 c7d7 g4d7"]
[White "1369"]
[WhiteElo "74"]
[Popularity "91"]
[BlackElo "702"]
[Black "advantage endgame short"]
e6e8 d1d7 c7d7 g4d7 1-0

[Event "004zI"]
[FEN "2q3k1/4br1p/6RQ/1p1n2p1/7P/1P4P1/1B2PP2/6K1 b - - 0 27"]
[White "h7g6 h6h8"]
[White "1349"]
[WhiteElo "76"]
[Popularity "92"]
[BlackElo "276"]
[Black "endgame mate mateIn1 oneMove"]
h7g6 h6h8 1-0

[Event "0050w"]
[FEN "5rk1/1p2p1rp/p2p4/2pPb2R/2P1P3/1P1BKP1R/8/8 b - - 4 30"]
[White "g7g3 h3g3 e5g3 h5g5 g8f7 g5g3"]
[White "1044"]
[WhiteElo "79"]
[Popularity "93"]
[BlackElo "1396"]
[Black "crushing endgame fork long"]
g7g3 h3g3 e5g3 h5g5 g8f7 g5g3 1-0

[Event "0055Y"]
[FEN "r1b2rk1/p3pp2/2B4b/2Qpq3/3N2pp/4P3/2P2PPP/1R2K2R b K - 1 23"]
[White "h6e3 f2e3 e5e3 e1d1"]
[White "2042"]
[WhiteElo "76"]
[Popularity "78"]
[BlackElo "143"]
[Black "advantage defensiveMove middlegame short"]
h6e3 f2e3 e5e3 e1d1 1-0

[Event "005HF"]
[FEN "3r1rk1/1pR3pp/p2bp3/1q2Np2/3P4/1P5Q/5PPP/4R1K1 w - - 2 27"]
[White "c7g7 g8g7 h3g3 g7h8"]
[White "1366"]
[WhiteElo "79"]
[Popularity "72"]
[BlackElo "50"]
[Black "crushing defensiveMove hangingPiece middlegame short"]
c7g7 g8g7 h3g3 g7h8 1-0

[Event "005N7"]
[FEN "r6k/2q3pp/8/2p1n3/R1Qp4/7P/2PB1PP1/6K1 b - - 0 32"]
[White "e5c4 a4a8 c7b8 a8b8"]
[White "628"]
[WhiteElo "89"]
[Popularity "93"]
[BlackElo "1352"]
[Black "backRankMate endgame hangingPiece mate mateIn2 short"]
e5c4 a4a8 c7b8 a8b8 1-0

[Event "005YX"]
[FEN "2rr4/2N2pk1/p1Q1b1pp/1p4q1/3pP3/1B1P4/PPP3PP/6RK w - - 7 25"]
[White "c7e6 f7e6 c6b7 g7h8"]
[White "1440"]
[WhiteElo "309"]
[Popularity "100"]
[BlackElo "10"]
[Black "defensiveMove equality middlegame short"]
c7e6 f7e6 c6b7 g7h8 1-0

[Event "005f3"]
[FEN "r5k1/2p1pp2/pp4p1/1q1r4/5P2/2QP2R1/PP6/1K4R1 b - - 0 32"]
[White "d5h5 g3g6 f7g6 g1g6 g8f7 c3g7 f7e8 g7g8 e8d7 g8e6 d7d8 g6g8"]
[White "1996"]
[WhiteElo "72"]
[Popularity "95"]
[BlackElo "10800"]
[Black "crushing endgame sacrifice veryLong"]
d5h5 g3g6 f7g6 g1g6 g8f7 c3g7 f7e8 g7g8 e8d7 g8e6 d7d8 g6g8 1-0

[Event "005jJ"]
[FEN "r1b1qrk1/pp1n1pbp/2pp1np1/4p3/2PP1B2/2NBPN1P/PP3PP1/R2Q1RK1 w - - 0 10"]
[White "d4e5 d6e5 f4h2 e5e4"]
[White "1279"]
[WhiteElo "85"]
[Popularity "70"]
[BlackElo "27"]
[Black "advantage opening short"]
d4e5 d6e5 f4h2 e5e4 1-0

[Event "005qG"]
[FEN "8/8/1p1k1p1p/3npp2/2B5/PP1K1PP1/7P/8 b - - 0 36"]
[White "f5f4 c4d5 f4g3 h2g3 d6d5 g3g4"]
[White "2293"]
[WhiteElo "87"]
[Popularity "65"]
[BlackElo "52"]
[Black "crushing defensiveMove endgame long"]
f5f4 c4d5 f4g3 h2g3 d6d5 g3g4 1-0

[Event "005ws"]
[FEN "8/8/5pp1/3K3p/3N2kP/8/8/8 w - - 2 62"]
[White "d5e6 g6g5 h4g5 f6g5 e6d5 h5h4 d5e4 h4h3 d4f3 g4g3"]
[White "2302"]
[WhiteElo "86"]
[Popularity "87"]
[BlackElo "408"]
[Black "crushing endgame knightEndgame master quietMove veryLong"]
d5e6 g6g5 h4g5 f6g5 e6d5 h5h4 d5e4 h4h3 d4f3 g4g3 1-0

[Event "005wy"]
[FEN "1r6/pp2kpp1/2n1p1n1/3p2PQ/5P2/2PqP3/PP1N4/2KR3R w - - 3 27"]
[White "h5h7 c6b4 c3b4 b8c8 d2c4 c8c4"]
[White "1967"]
[WhiteElo "75"]
[Popularity "93"]
[BlackElo "1950"]
[Black "long mate mateIn3 middlegame queensideAttack sacrifice"]
h5h7 c6b4 c3b4 b8c8 d2c4 c8c4 1-0

[Event "005xu"]
[FEN "8/3k4/1K1P4/2P3r1/R7/5b2/8/8 b - - 0 68"]
[White "g5g8 a4a7 d7e6 a7e7 e6d5 d6d7"]
[White "1931"]
[WhiteElo "88"]
[Popularity "83"]
[BlackElo "32"]
[Black "advancedPawn crushing endgame exposedKing long"]
g5g8 a4a7 d7e6 a7e7 e6d5 d6d7 1-0

[Event "005yO"]
[FEN "r1r3k1/ppq3bQ/4p2p/4n3/3p4/2P5/PBB2PPP/4R1K1 b - - 2 24"]
[White "g8f8 b2a3 f8f7 c2d1 c8h8 d1h5 f7f6 h7e4"]
[White "2794"]
[WhiteElo "101"]
[Popularity "87"]
[BlackElo "200"]
[Black "advantage exposedKing middlegame quietMove veryLong"]
g8f8 b2a3 f8f7 c2d1 c8h8 d1h5 f7f6 h7e4 1-0

[Event "0061g"]
[FEN "6k1/pp3pp1/2p1q1Pp/3b4/8/6Q1/PB3Pp1/3RrNK1 b - - 2 27"]
[White "e1d1 g3b8 e6e8 b8e8"]
[White "768"]
[WhiteElo "90"]
[Popularity "72"]
[BlackElo "261"]
[Black "endgame mate mateIn2 short"]
e1d1 g3b8 e6e8 b8e8 1-0

[Event "0066C"]
[FEN "r2q1r1k/2p3p1/pb2Q2p/1p1p1n2/8/1BP5/PP1B1PPP/3RR1K1 w - - 3 20"]
[White "b3d5 b6f2 g1f2 f5d4 f2g1 d4e6"]
[White "1750"]
[WhiteElo "78"]
[Popularity "81"]
[BlackElo "136"]
[Black "advantage discoveredAttack kingsideAttack long middlegame sacrifice"]
b3d5 b6f2 g1f2 f5d4 f2g1 d4e6 1-0

[Event "0068B"]
[FEN "r1q3k1/4bppp/pp2pn2/4B3/8/2N2Q2/PPPR1PPP/6K1 b - - 0 18"]
[White "f6d7 d2d7 c8d7 f3a8"]
[White "1525"]
[WhiteElo "76"]
[Popularity "93"]
[BlackElo "5614"]
[Black "crushing deflection middlegame short"]
f6d7 d2d7 c8d7 f3a8 1-0

[Event "0068D"]
[FEN "7r/pppk4/2pb1r2/8/2NP2p1/2P5/PP2RPP1/4R1K1 w - - 2 26"]
[White "c4d6 f6h6 f2f4 g4g3 e2e7 d7d6 g1f1 h6h1"]
[White "1940"]
[WhiteElo "77"]
[Popularity "88"]
[BlackElo "148"]
[Black "crushing endgame veryLong"]
c4d6 f6h6 f2f4 g4g3 e2e7 d7d6 g1f1 h6h1 1-0

[Event "006E1"]
[FEN "5rk1/R4pp1/1p5p/3Q4/1PPp2q1/3P2P1/5P2/4nK2 w - - 0 34"]
[White "f1e1 f8e8 e1f1 g4h3 d5g2 e8e1 f1e1 h3g2"]
[White "1609"]
[WhiteElo "73"]
[Popularity "97"]
[BlackElo "11083"]
[Black "crushing deflection endgame veryLong"]
f1e1 f8e8 e1f1 g4h3 d5g2 e8e1 f1e1 h3g2 1-0

[Event "006HV"]
[FEN "1r6/5k2/2p1pNp1/p5Pp/1pQ1P2P/2P4R/KP3P2/3q4 w - - 4 31"]
[White "c4c6 b4b3 a2a3 d1a1"]
[White "1161"]
[WhiteElo "77"]
[Popularity "92"]
[BlackElo "896"]
[Black "endgame mate mateIn2 short"]
c4c6 b4b3 a2a3 d1a1 1-0

[Event "006NL"]
[FEN "1r6/k2qn1b1/p1b1p1p1/2PpPpN1/2nN1P1P/p4B2/1PP2Q2/1K1R3R w - - 0 32"]
[White "d4c6 e7c6 b2b3 a3a2 b1a1 c4e5 f4e5 g7e5 a1a2 b8b5"]
[White "2317"]
[WhiteElo "109"]
[Popularity "85"]
[BlackElo "66"]
[Black "advancedPawn advantage middlegame pin veryLong"]
d4c6 e7c6 b2b3 a3a2 b1a1 c4e5 f4e5 g7e5 a1a2 b8b5 1-0

[Event "006RM"]
[FEN "1k1r3r/2q5/pp1n2p1/8/1Q6/3R2P1/PPP2P1P/3R2K1 b - - 4 29"]
[White "c7c5 b4c5 b6c5 d3d6 d8d6 d1d6"]
[White "1491"]
[WhiteElo "75"]
[Popularity "93"]
[BlackElo "973"]
[Black "crushing long middlegame"]
c7c5 b4c5 b6c5 d3d6 d8d6 d1d6 1-0

[Event "006XF"]
[FEN "r5kr/pp1qb1p1/2p4p/3pPb1Q/3P4/2P1B3/PP4PP/R4RK1 b - - 1 17"]
[White "f5e4 h5f7 g8h7 f1f6 e7f6 f7d7"]
[White "2270"]
[WhiteElo "82"]
[Popularity "89"]
[BlackElo "1676"]
[Black "advantage long middlegame pin"]
f5e4 h5f7 g8h7 f1f6 e7f6 f7d7 1-0

[Event "006eO"]
[FEN "8/8/2p2k2/1p1p4/3P4/1PP1pK2/8/8 b - - 3 64"]
[White "f6f5 b3b4"]
[White "2186"]
[WhiteElo "115"]
[Popularity "88"]
[BlackElo "50"]
[Black "defensiveMove endgame equality oneMove pawnEndgame"]
f6f5 b3b4 1-0

[Event "006fF"]
[FEN "r1b4r/pp1k2pp/2nb2q1/1B1p2B1/3p3Q/8/PPP2PPP/3RR1K1 b - - 5 17"]
[White "h7h6 h4g4 d7c7 g5d8 h8d8 g4g6"]
[White "1761"]
[WhiteElo "75"]
[Popularity "94"]
[BlackElo "1504"]
[Black "advantage discoveredAttack exposedKing long middlegame"]
h7h6 h4g4 d7c7 g5d8 h8d8 g4g6 1-0

[Event "006ia"]
[FEN "1r4k1/4bpp1/1rp2n1p/3p4/3P4/2N1B1P1/Pq2QPKP/2R1R3 w - - 3 24"]
[White "e3h6 b2e2 e1e2 e7a3 h6e3 a3c1"]
[White "2064"]
[WhiteElo "160"]
[Popularity "83"]
[BlackElo "5"]
[Black "advantage long middlegame"]
e3h6 b2e2 e1e2 e7a3 h6e3 a3c1 1-0

[Event "006of"]
[FEN "r2qr2k/1pp2pp1/1b4np/pP2P3/P4n2/BQN2N1P/5PP1/R3R1K1 w - - 3 20"]
[White "b3f7 d8d3 c3e2 f4e2 e1e2 d3e2"]
[White "2421"]
[WhiteElo "91"]
[Popularity "89"]
[BlackElo "588"]
[Black "advantage kingsideAttack long middlegame"]
b3f7 d8d3 c3e2 f4e2 e1e2 d3e2 1-0

[Event "006om"]
[FEN "1r3k2/5p1p/2p1pp2/P2n4/2r1N3/P4PK1/2R2P1P/2R5 b - - 9 29"]
[White "c4a4 e4c5 a4a5 c5d7 f8g7 d7b8"]
[White "1831"]
[WhiteElo "73"]
[Popularity "96"]
[BlackElo "3113"]
[Black "crushing endgame fork long master"]
c4a4 e4c5 a4a5 c5d7 f8g7 d7b8 1-0

[Event "006wz"]
[FEN "2r5/4ppkp/5bp1/1p6/1P6/P3B3/2r2PPP/1R1R2K1 b - - 2 22"]
[White "f6b2 b1b2 c2b2 e3d4 f7f6 d4b2"]
[White "1515"]
[WhiteElo "75"]
[Popularity "73"]
[BlackElo "527"]
[Black "attraction crushing endgame fork long sacrifice"]
f6b2 b1b2 c2b2 e3d4 f7f6 d4b2 1-0

[Event "006x0"]
[FEN "3Q4/5kr1/8/1P2pB2/2Pp1n2/q2P3P/7K/5R2 w - - 7 49"]
[White "d8d7 f7f6 d7d8 f6f5"]
[White "1366"]
[WhiteElo "172"]
[Popularity "100"]
[BlackElo "17"]
[Black "defensiveMove endgame equality short"]
d8d7 f7f6 d7d8 f6f5 1-0

[Event "006yP"]
[FEN "6R1/8/Kpk1p3/1p1pP3/6P1/PPP1r3/8/8 b - - 3 40"]
[White "e3c3 g8c8 c6d7 c8c3"]
[White "820"]
[WhiteElo "89"]
[Popularity "80"]
[BlackElo "144"]
[Black "crushing endgame master rookEndgame short skewer"]
e3c3 g8c8 c6d7 c8c3 1-0

[Event "0070J"]
[FEN "r4rk1/ppq2ppp/2nbp1b1/3p4/3Pn3/2PB1N1P/PP3PP1/R1BQRNK1 b - - 4 14"]
[White "e4f2 g1f2 g6d3 d1d3"]
[White "1025"]
[WhiteElo "91"]
[Popularity "60"]
[BlackElo "80"]
[Black "advantage hangingPiece middlegame short"]
e4f2 g1f2 g6d3 d1d3 1-0

[Event "0072T"]
[FEN "3q1nk1/1bN2rpp/pp1P4/1N6/4n2b/8/PPP2PPP/R1BQ1RK1 w - - 1 16"]
[White "b5d4 h4f2 f1f2 e4f2"]
[White "2399"]
[WhiteElo "77"]
[Popularity "85"]
[BlackElo "462"]
[Black "advantage kingsideAttack master middlegame short"]
b5d4 h4f2 f1f2 e4f2 1-0

[Event "00761"]
[FEN "3r2k1/1b3pbR/p2P2P1/3p2N1/2p5/2P2N2/PP6/2K5 b - - 0 28"]
[White "f7g6 h7g7 g8g7 g5e6 g7g8 e6d8"]
[White "1479"]
[WhiteElo "76"]
[Popularity "94"]
[BlackElo "16686"]
[Black "attraction crushing endgame exposedKing fork long sacrifice"]
f7g6 h7g7 g8g7 g5e6 g7g8 e6d8 1-0

[Event "0078T"]
[FEN "rk5r/1b3R2/pp2p2q/4P2p/B2p3B/4R2P/PP4P1/5Q1K b - - 0 27"]
[White "d4e3 f7b7 b8b7 f1f7 b7b8 h4e7"]
[White "2267"]
[WhiteElo "79"]
[Popularity "81"]
[BlackElo "81"]
[Black "attraction crushing defensiveMove exposedKing long middlegame queensideAttack sacrifice"]
d4e3 f7b7 b8b7 f1f7 b7b8 h4e7 1-0

[Event "007AS"]
[FEN "r3kb1r/3nnpp1/4p1bp/1NppP3/3P4/6N1/P2BBPPP/R3K2R b KQkq - 0 17"]
[White "a8b8 b5d6 e8d8 d2a5"]
[White "1588"]
[WhiteElo "85"]
[Popularity "78"]
[BlackElo "28"]
[Black "crushing master middlegame short"]
a8b8 b5d6 e8d8 d2a5 1-0

[Event "007Rn"]
[FEN "4r1k1/p4p1p/1p6/6q1/3P2n1/P4Q2/1P1B2P1/7K w - - 0 34"]
[White "d2g5 e8e1 f3f1 e1f1"]
[White "994"]
[WhiteElo "81"]
[Popularity "75"]
[BlackElo "73"]
[Black "endgame mate mateIn2 short"]
d2g5 e8e1 f3f1 e1f1 1-0

[Event "007XE"]
[FEN "2kr3r/p1p1bpp1/2p2n1p/8/8/1P6/P1P1RPPP/RNB3K1 w - - 1 16"]
[White "e2e7 d8d1 e7e1 d1e1"]
[White "632"]
[WhiteElo "98"]
[Popularity "69"]
[BlackElo "49"]
[Black "backRankMate fork mate mateIn2 middlegame short"]
e2e7 d8d1 e7e1 d1e1 1-0

[Event "007c6"]
[FEN "2kr3r/pp1n2pp/2QB1bp1/5q2/2B5/8/PPP2PPP/3R1RK1 b - - 0 17"]
[White "b7c6 c4a6"]
[White "702"]
[WhiteElo "80"]
[Popularity "100"]
[BlackElo "121"]
[Black "bodenMate mate mateIn1 middlegame oneMove"]
b7c6 c4a6 1-0

[Event "007eS"]
[FEN "6k1/p4p2/1p5p/4r3/P3B3/1P3P2/2PK2PP/8 w - - 0 29"]
[White "d2e3 f7f5 g2g4 f5e4"]
[White "1233"]
[WhiteElo "74"]
[Popularity "97"]
[BlackElo "8276"]
[Black "advantage endgame short"]
d2e3 f7f5 g2g4 f5e4 1-0

[Event "007gO"]
[FEN "2r3rk/5p2/4p2p/4q3/1Q6/8/1P3PPP/R4RK1 w - - 0 31"]
[White "a1c1 e5g5 g2g3 c8c1"]
[White "2177"]
[WhiteElo "86"]
[Popularity "76"]
[BlackElo "44"]
[Black "crushing endgame short"]
a1c1 e5g5 g2g3 c8c1 1-0

[Event "007ku"]
[FEN "r1bq3Q/1np2kp1/p5B1/1p1Pp3/1Pn2BP1/2b2P2/P3K3/R4N2 b - - 5 35"]
[White "f7g6 h8h5 g6f6 f4g5"]
[White "1605"]
[WhiteElo "74"]
[Popularity "88"]
[BlackElo "957"]
[Black "mate mateIn2 middlegame short"]
f7g6 h8h5 g6f6 f4g5 1-0

[Event "007tv"]
[FEN "r3k1nr/1pp2ppp/1pnp2q1/4p1B1/2B1P3/3P1Q1P/PPP2PP1/R4RK1 b kq - 0 11"]
[White "g6g5 f3f7 e8d8 f7f8 d8d7 f8a8"]
[White "1323"]
[WhiteElo "76"]
[Popularity "94"]
[BlackElo "706"]
[Black "advantage attackingF2F7 long middlegame skewer"]
g6g5 f3f7 e8d8 f7f8 d8d7 f8a8 1-0

[Event "0088O"]
[FEN "7Q/2p5/1p2prp1/p4k1p/P4p1P/8/6RK/3q4 b - - 2 37"]
[White "d1a4 g2g5 f5e4 h8f6"]
[White "1107"]
[WhiteElo "76"]
[Popularity "85"]
[BlackElo "431"]
[Black "crushing deflection endgame short"]
d1a4 g2g5 f5e4 h8f6 1-0

[Event "008D5"]
[FEN "r1bqk2r/pp3ppp/4p2n/3pP3/1b1P1P2/2N5/PP4PP/R1BQKB1R b KQkq - 2 9"]
[White "h6f5 d1a4 c8d7 a4b4"]
[White "1401"]
[WhiteElo "75"]
[Popularity "79"]
[BlackElo "1172"]
[Black "advantage fork master opening short"]
h6f5 d1a4 c8d7 a4b4 1-0

[Event "008GK"]
[FEN "1k1r4/ppp3p1/8/1P5p/8/P3n2P/2P1r1P1/B3NRK1 b - - 4 31"]
[White "d8d1 f1f8 d1d8 f8d8"]
[White "597"]
[WhiteElo "97"]
[Popularity "96"]
[BlackElo "1515"]
[Black "backRankMate endgame mate mateIn2 short"]
d8d1 f1f8 d1d8 f8d8 1-0

[Event "008LT"]
[FEN "r4rk1/6p1/b3p1nN/p1pp4/1p3P1q/3P1Q1B/PPP2PK1/R6R b - - 0 26"]
[White "g8h8 h6f7 f8f7 h3e6"]
[White "2655"]
[WhiteElo "84"]
[Popularity "94"]
[BlackElo "733"]
[Black "crushing kingsideAttack middlegame pin sacrifice short"]
g8h8 h6f7 f8f7 h3e6 1-0

[Event "008Nz"]
[FEN "6k1/2p2ppp/pnp5/B7/2P3PP/1P1bPPR1/r6r/3R2K1 b - - 1 29"]
[White "d3e2 d1d8"]
[White "492"]
[WhiteElo "105"]
[Popularity "92"]
[BlackElo "864"]
[Black "backRankMate mate mateIn1 middlegame oneMove"]
d3e2 d1d8 1-0

[Event "008P4"]
[FEN "8/4k3/1p1p4/rP2p1p1/P2nP1P1/3BK3/8/R7 w - - 0 35"]
[White "e3d2 d4b3 d2c3 b3a1"]
[White "797"]
[WhiteElo "84"]
[Popularity "94"]
[BlackElo "1441"]
[Black "crushing endgame fork short"]
e3d2 d4b3 d2c3 b3a1 1-0

[Event "008Sk"]
[FEN "8/6pp/3Bp2k/p2pP2P/P2bp1PK/8/r7/5R2 b - - 2 37"]
[White "d4f2 f1f2 g7g5 h4g3 a2f2 g3f2"]
[White "2047"]
[WhiteElo "78"]
[Popularity "94"]
[BlackElo "9266"]
[Black "crushing endgame long"]
d4f2 f1f2 g7g5 h4g3 a2f2 g3f2 1-0

[Event "008lc"]
[FEN "7k/pb1qn2n/1p2R2Q/2p2p2/2Pp4/3B4/PP3PrP/4RK2 b - - 1 27"]
[White "g2g7 h6g7 h8g7 e6e7 d7e7 e1e7"]
[White "1981"]
[WhiteElo "76"]
[Popularity "92"]
[BlackElo "1597"]
[Black "attraction crushing exposedKing fork long middlegame"]
g2g7 h6g7 h8g7 e6e7 d7e7 e1e7 1-0

[Event "008nF"]
[FEN "2rq1rk1/7p/1n4pb/1R2p3/pPpP1P2/P1B5/3NQ1PP/2R3K1 w - - 0 31"]
[White "e2e5 f8e8 e5e8 d8e8"]
[White "2188"]
[WhiteElo "77"]
[Popularity "89"]
[BlackElo "539"]
[Black "crushing master middlegame short trappedPiece"]
e2e5 f8e8 e5e8 d8e8 1-0

[Event "008o6"]
[FEN "Q5k1/p1p3p1/5rP1/8/3P4/7P/q3r3/B4RK1 b - - 1 34"]
[White "f6f8 a8f8"]
[White "485"]
[WhiteElo "87"]
[Popularity "75"]
[BlackElo "111"]
[Black "endgame mate mateIn1 oneMove"]
f6f8 a8f8 1-0

[Event "008oX"]
[FEN "4r1k1/2R3pp/2p4q/1p1p4/3P4/P7/1PP2R2/1K1N4 b - - 3 32"]
[White "e8e1 c7c8 e1e8 c8e8"]
[White "978"]
[WhiteElo "76"]
[Popularity "71"]
[BlackElo "217"]
[Black "endgame mate mateIn2 short"]
e8e1 c7c8 e1e8 c8e8 1-0

[Event "008tL"]
[FEN "8/7k/pR5p/3p4/5r2/2P1p2P/P5P1/6K1 w - - 0 40"]
[White "b6a6 e3e2 a6e6 f4f1"]
[White "1042"]
[WhiteElo "81"]
[Popularity "94"]
[BlackElo "2618"]
[Black "advancedPawn crushing endgame master rookEndgame short"]
b6a6 e3e2 a6e6 f4f1 1-0

[Event "0092V"]
[FEN "r2qk1nr/ppp3pp/2n5/1B1pp3/1b1P4/5Q1P/PP1B1PP1/RN2K2R b KQkq - 3 11"]
[White "e5e4 b5c6 b7c6 f3h5 g7g6 h5e5"]
[White "2480"]
[WhiteElo "79"]
[Popularity "95"]
[BlackElo "309"]
[Black "crushing exposedKing long opening"]
e5e4 b5c6 b7c6 f3h5 g7g6 h5e5 1-0

[Event "0092z"]
[FEN "2r3k1/2qR1ppp/p7/2p2Q2/P7/7P/5PP1/6K1 b - - 3 26"]
[White "c7c6 f5f7 g8h8 f7g7"]
[White "919"]
[WhiteElo "80"]
[Popularity "94"]
[BlackElo "400"]
[Black "endgame mate mateIn2 short"]
c7c6 f5f7 g8h8 f7g7 1-0

[Event "009De"]
[FEN "r1q4r/2p1kP2/3p4/2pPp3/p1P1Pb2/P1NB3b/1P3KP1/R2Q1R2 w - - 1 23"]
[White "g2h3 c8h3 d1f3 h3h2 f3g2 f4e3 f2f3 h8h3 g2h3 h2h3"]
[White "1982"]
[WhiteElo "82"]
[Popularity "79"]
[BlackElo "47"]
[Black "advantage exposedKing middlegame veryLong"]
g2h3 c8h3 d1f3 h3h2 f3g2 f4e3 f2f3 h8h3 g2h3 h2h3 1-0

[Event "009FS"]
[FEN "r2qr1k1/p5bp/1pp1b1p1/8/2QN1p2/2P1n2P/PP3PP1/R1B1RNK1 w - - 1 18"]
[White "d4e6 e3c4 e6d8 e8e1"]
[White "1749"]
[WhiteElo "75"]
[Popularity "76"]
[BlackElo "122"]
[Black "crushing discoveredAttack opening short"]
d4e6 e3c4 e6d8 e8e1 1-0

[Event "009IO"]
[FEN "3rk3/5p1r/p2Np1p1/3bP3/P2n4/8/1P3RPP/5RK1 b - - 4 25"]
[White "e8e7 f2f7 h7f7 f1f7"]
[White "1172"]
[WhiteElo "81"]
[Popularity "87"]
[BlackElo "533"]
[Black "hookMate mate mateIn2 middlegame short"]
e8e7 f2f7 h7f7 f1f7 1-0

[Event "009L0"]
[FEN "6k1/pb2r1pN/1n4Bp/3p4/1P2pR2/P7/3R1PPP/2r3K1 w - - 2 30"]
[White "d2d1 c1d1"]
[White "706"]
[WhiteElo "146"]
[Popularity "18"]
[BlackElo "22"]
[Black "backRankMate hangingPiece mate mateIn1 middlegame oneMove"]
d2d1 c1d1 1-0

[Event "009Os"]
[FEN "r2b2k1/1p3q1p/p2p4/3P2p1/2P1PRQr/8/P2B3P/2R4K w - - 1 29"]
[White "g4g3 h4f4 d2f4 f7f4 g3f4 g5f4"]
[White "1392"]
[WhiteElo "89"]
[Popularity "76"]
[BlackElo "36"]
[Black "crushing long middlegame"]
g4g3 h4f4 d2f4 f7f4 g3f4 g5f4 1-0

[Event "009Wc"]
[FEN "1r3rk1/1pq2pbp/p1p1pnp1/2N1N3/3P4/1QP5/PP3PPP/3RR1K1 w - - 2 19"]
[White "e5d7 f6d7 c5d7 c7d7"]
[White "1040"]
[WhiteElo "85"]
[Popularity "94"]
[BlackElo "1317"]
[Black "crushing middlegame short"]
e5d7 f6d7 c5d7 c7d7 1-0

[Event "009XT"]
[FEN "rn1qk2r/pp3ppp/3bp1b1/3p4/3Pn2N/3BB3/PPP2PPP/RN1Q1RK1 w kq - 4 10"]
[White "h4g6 d6h2 g1h1 h7g6"]
[White "2095"]
[WhiteElo "74"]
[Popularity "93"]
[BlackElo "11079"]
[Black "crushing intermezzo opening short"]
h4g6 d6h2 g1h1 h7g6 1-0

[Event "009f8"]
[FEN "8/1p4p1/pb2ppkp/3n4/3P4/P3BN1P/1P2KPP1/8 b - - 0 26"]
[White "g6f5 f3h4 f5e4 f2f3"]
[White "1180"]
[WhiteElo "78"]
[Popularity "88"]
[BlackElo "105"]
[Black "endgame mate mateIn2 short"]
g6f5 f3h4 f5e4 f2f3 1-0

[Event "009lk"]
[FEN "1R6/6pk/2p4p/3bP2r/5B1P/2P2qP1/P4P1Q/4R1K1 w - - 2 40"]
[White "e1e3 f3d1 e3e1 d1e1"]
[White "882"]
[WhiteElo "79"]
[Popularity "95"]
[BlackElo "856"]
[Black "mate mateIn2 middlegame short"]
e1e3 f3d1 e3e1 d1e1 1-0

[Event "009oc"]
[FEN "5Q2/pbp3np/1p1pB1pk/1P6/P3q2P/6K1/8/8 b - - 1 32"]
[White "e4e6 f8f4 g6g5 f4g5"]
[White "954"]
[WhiteElo "79"]
[Popularity "95"]
[BlackElo "488"]
[Black "endgame mate mateIn2 short"]
e4e6 f8f4 g6g5 f4g5 1-0

[Event "009tE"]
[FEN "6k1/6pp/p1N2p2/1pP2bP1/5P2/8/PPP5/3K4 b - - 1 28"]
[White "f6g5 c6e7 g8f7 e7f5"]
[White "601"]
[WhiteElo "95"]
[Popularity "90"]
[BlackElo "553"]
[Black "crushing endgame fork short"]
f6g5 c6e7 g8f7 e7f5 1-0

[Event "009zR"]
[FEN "3r4/p1p2ppp/4k3/6Q1/5P2/4P3/Prqn2PP/3R1RK1 w - - 3 22"]
[White "g5d8 d2f3 g1h1 c2g2"]
[White "1616"]
[WhiteElo "78"]
[Popularity "87"]
[BlackElo "168"]
[Black "discoveredAttack endgame mate mateIn2 short"]
g5d8 d2f3 g1h1 c2g2 1-0

[Event "00A1H"]
[FEN "2r3k1/4brp1/2p3b1/2Pp1q1p/3B3P/2P2N2/PP3P1K/R2Q2R1 w - - 1 31"]
[White "f3g5 f5f4 h2g2 e7g5"]
[White "2041"]
[WhiteElo "84"]
[Popularity "82"]
[BlackElo "202"]
[Black "crushing middlegame short"]
f3g5 f5f4 h2g2 e7g5 1-0

[Event "00A5m"]
[FEN "8/1p6/p1p2p2/P3b3/1PK3P1/2PBk3/8/8 b - - 3 60"]
[White "e3d2 d3f5 e5c7 f5c8 b7b6 a5b6 c7b6 c8a6"]
[White "1971"]
[WhiteElo "75"]
[Popularity "89"]
[BlackElo "418"]
[Black "bishopEndgame crushing endgame quietMove veryLong"]
e3d2 d3f5 e5c7 f5c8 b7b6 a5b6 c7b6 c8a6 1-0

[Event "00A5v"]
[FEN "4r1k1/pp1qr1p1/7p/2pPR3/2P2p2/1PQ2P2/P5PP/4R1K1 w - - 3 33"]
